regiao;estado;coduf;data;semanaEpidemiologica;populacaoTCU2019;casosAcumulado;casosNovos;obitosAcumulado;obitosNovos
Nordeste;PI;22;2020-10-28;44;3273227;111543;679;2368;5
Nordeste;PI;22;2020-10-29;44;3273227;112200;657;2382;14
Nordeste;PI;22;2020-10-30;44;3273227;112765;565;2392;10
Nordeste;PI;22;2020-10-31;44;3273227;113291;526;2400;8
Nordeste;PI;22;2020-11-01;45;3273227;113546;255;2404;4
Nordeste;PI;22;2020-11-02;45;3273227;113774;228;2420;16
Nordeste;PI;22;2020-11-03;45;3273227;113942;168;2432;12
Nordeste;PI;22;2020-11-04;45;3273227;114530;588;2441;9
Nordeste;PI;22;2020-11-05;45;3273227;115026;496;2450;9
Nordeste;PI;22;2020-11-06;45;3273227;115825;799;2459;9
Nordeste;PI;22;2020-11-07;45;3273227;116526;701;2464;5
Nordeste;PI;22;2020-11-08;46;3273227;116742;216;2467;3
Nordeste;PI;22;2020-11-09;46;3273227;117149;407;2470;3
Nordeste;PI;22;2020-11-10;46;3273227;117732;583;2482;12
Nordeste;PI;22;2020-11-11;46;3273227;118349;617;2486;4
Nordeste;PI;22;2020-11-12;46;3273227;118939;590;2499;13
Nordeste;PI;22;2020-11-13;46;3273227;119456;517;2516;17
Nordeste;PI;22;2020-11-14;46;3273227;119940;484;2523;7
Nordeste;PI;22;2020-11-15;47;3273227;120172;232;2524;1
Nordeste;PI;22;2020-11-16;47;3273227;120266;94;2530;6
Nordeste;PI;22;2020-11-17;47;3273227;120466;200;2541;11
Nordeste;PI;22;2020-11-18;47;3273227;120913;447;2554;13
Nordeste;PI;22;2020-11-19;47;3273227;121428;515;2556;2
Nordeste;PI;22;2020-11-20;47;3273227;122007;579;2568;12
Nordeste;PI;22;2020-11-21;47;3273227;122518;511;2574;6
Nordeste;PI;22;2020-11-22;48;3273227;122744;226;2579;5
Nordeste;PI;22;2020-11-23;48;3273227;122929;185;2584;5
Nordeste;PI;22;2020-11-24;48;3273227;123378;449;2591;7
Nordeste;PI;22;2020-11-25;48;3273227;124076;698;2596;5
Nordeste;PI;22;2020-11-26;48;3273227;124494;418;2603;7
Nordeste;PI;22;2020-11-27;48;3273227;125155;661;2608;5
Nordeste;PI;22;2020-11-28;48;3273227;125675;520;2617;9
Nordeste;PI;22;2020-11-29;49;3273227;126721;1046;2622;5
Nordeste;PI;22;2020-11-30;49;3273227;127014;293;2624;2
Nordeste;PI;22;2020-12-01;49;3273227;127686;672;2634;10
Nordeste;PI;22;2020-12-02;49;3273227;128432;746;2644;10
Nordeste;PI;22;2020-12-03;49;3273227;129096;664;2650;6
Nordeste;PI;22;2020-12-04;49;3273227;129825;729;2658;8
Nordeste;PI;22;2020-12-05;49;3273227;130539;714;2666;8
Nordeste;PI;22;2020-12-06;50;3273227;130984;445;2673;7
Nordeste;PI;22;2020-12-07;50;3273227;131454;470;2680;7
Nordeste;PI;22;2020-12-08;50;3273227;132095;641;2691;11
Nordeste;PI;22;2020-12-09;50;3273227;132718;623;2695;4
Nordeste;PI;22;2020-12-10;50;3273227;133336;618;2704;9
Nordeste;PI;22;2020-12-11;50;3273227;133870;534;2714;10
Nordeste;PI;22;2020-12-12;50;3273227;134429;559;2720;6
Nordeste;PI;22;2020-12-13;51;3273227;134717;288;2722;2
Nordeste;PI;22;2020-12-14;51;3273227;134892;175;2723;1
Nordeste;PI;22;2020-12-15;51;3273227;135239;347;2735;12
Nordeste;PI;22;2020-12-16;51;3273227;135769;530;2743;8
Nordeste;PI;22;2020-12-17;51;3273227;136423;654;2749;6
Nordeste;PI;22;2020-12-18;51;3273227;137027;604;2755;6
Nordeste;PI;22;2020-12-19;51;3273227;137607;580;2764;9
Nordeste;PI;22;2020-12-20;52;3273227;137944;337;2765;1
Nordeste;PI;22;2020-12-21;52;3273227;138152;208;2769;4
Nordeste;PI;22;2020-12-22;52;3273227;138586;434;2779;10
Nordeste;PI;22;2020-12-23;52;3273227;139168;582;2788;9
Nordeste;PI;22;2020-12-24;52;3273227;139713;545;2792;4
Nordeste;PI;22;2020-12-25;52;3273227;139928;215;2794;2
Nordeste;PI;22;2020-12-26;52;3273227;140245;317;2802;8
Nordeste;PI;22;2020-12-27;53;3273227;140496;251;2814;12
Nordeste;PI;22;2020-12-28;53;3273227;140749;253;2815;1
Nordeste;PI;22;2020-12-29;53;3273227;141258;509;2821;6
Nordeste;PI;22;2020-12-30;53;3273227;141951;693;2827;6
Nordeste;PI;22;2020-12-31;53;3273227;142672;721;2837;10
Nordeste;PI;22;2021-01-01;53;3273227;143179;507;2840;3
Nordeste;PI;22;2021-01-02;53;3273227;143210;31;2848;8
Nordeste;PI;22;2021-01-03;1;3273227;143489;279;2854;6
Nordeste;PI;22;2021-01-04;1;3273227;143651;162;2856;2
Nordeste;PI;22;2021-01-05;1;3273227;144200;549;2863;7
Nordeste;PI;22;2021-01-06;1;3273227;144857;657;2873;10
Nordeste;PI;22;2021-01-07;1;3273227;145384;527;2882;9
Nordeste;PI;22;2021-01-08;1;3273227;145997;613;2891;9
Nordeste;PI;22;2021-01-09;1;3273227;146779;782;2895;4
Nordeste;PI;22;2021-01-10;2;3273227;147038;259;2897;2
Nordeste;PI;22;2021-01-11;2;3273227;147509;471;2906;9
Nordeste;PI;22;2021-01-12;2;3273227;148032;523;2915;9
Nordeste;PI;22;2021-01-13;2;3273227;148867;835;2922;7
Nordeste;PI;22;2021-01-14;2;3273227;149686;819;2930;8
Nordeste;PI;22;2021-01-15;2;3273227;150374;688;2935;5
Nordeste;PI;22;2021-01-16;2;3273227;151046;672;2945;10
Nordeste;PI;22;2021-01-17;3;3273227;151397;351;2950;5
Nordeste;PI;22;2021-01-18;3;3273227;151619;222;2961;11
Nordeste;PI;22;2021-01-19;3;3273227;152211;592;2968;7
Nordeste;PI;22;2021-01-20;3;3273227;152997;786;2976;8
Nordeste;PI;22;2021-01-21;3;3273227;153771;774;2985;9
Nordeste;PI;22;2021-01-22;3;3273227;154397;626;2989;4
Nordeste;PI;22;2021-01-23;3;3273227;155105;708;2999;10
Nordeste;PI;22;2021-01-24;4;3273227;155362;257;3004;5
Nordeste;PI;22;2021-01-25;4;3273227;155723;361;3012;8
Nordeste;PI;22;2021-01-26;4;3273227;156149;426;3020;8
Nordeste;PI;22;2021-01-27;4;3273227;156875;726;3031;11
Nordeste;PI;22;2021-01-28;4;3273227;157469;594;3039;8
Nordeste;PI;22;2021-01-29;4;3273227;157775;306;3045;6
Nordeste;PI;22;2021-01-30;4;3273227;158584;809;3051;6
Nordeste;PI;22;2021-01-31;5;3273227;159023;439;3058;7
Nordeste;PI;22;2021-02-01;5;3273227;159290;267;3065;7
Nordeste;PI;22;2021-02-02;5;3273227;159741;451;3072;7
Nordeste;PI;22;2021-02-03;5;3273227;160252;511;3087;15
Nordeste;PI;22;2021-02-04;5;3273227;160948;696;3092;5
Nordeste;PI;22;2021-02-05;5;3273227;161336;388;3112;20
Nordeste;PI;22;2021-02-06;5;3273227;162148;812;3120;8
Nordeste;PI;22;2021-02-07;6;3273227;162405;257;3127;7
Nordeste;PI;22;2021-02-08;6;3273227;162637;232;3131;4
Nordeste;PI;22;2021-02-09;6;3273227;163087;450;3139;8
Nordeste;PI;22;2021-02-10;6;3273227;163497;410;3149;10
Nordeste;PI;22;2021-02-11;6;3273227;164162;665;3156;7
Nordeste;PI;22;2021-02-12;6;3273227;164858;696;3166;10
Nordeste;PI;22;2021-02-13;6;3273227;165319;461;3175;9
Nordeste;PI;22;2021-02-14;7;3273227;165857;538;3182;7
Nordeste;PI;22;2021-02-15;7;3273227;166098;241;3190;8
Nordeste;PI;22;2021-02-16;7;3273227;166589;491;3201;11
Nordeste;PI;22;2021-02-17;7;3273227;167102;513;3210;9
Nordeste;PI;22;2021-02-18;7;3273227;167624;522;3222;12
Nordeste;PI;22;2021-02-19;7;3273227;168403;779;3232;10
Nordeste;PI;22;2021-02-20;7;3273227;169186;783;3238;6
Nordeste;PI;22;2021-02-21;8;3273227;169465;279;3242;4
Nordeste;PI;22;2021-02-22;8;3273227;169722;257;3249;7
Nordeste;PI;22;2021-02-23;8;3273227;170355;633;3260;11
Nordeste;PI;22;2021-02-24;8;3273227;171032;677;3274;14
Nordeste;PI;22;2021-02-25;8;3273227;171668;636;3289;15
Nordeste;PI;22;2021-02-26;8;3273227;172525;857;3305;16
Nordeste;PI;22;2021-02-27;8;3273227;173290;765;3326;21
Nordeste;PI;22;2021-02-28;9;3273227;173691;401;3335;9
Nordeste;PI;22;2021-03-01;9;3273227;174008;317;3352;17
Nordeste;PI;22;2021-03-02;9;3273227;174546;538;3365;13
Nordeste;PI;22;2021-03-03;9;3273227;175550;1004;3387;22
Nordeste;PI;22;2021-03-04;9;3273227;176349;799;3402;15
Nordeste;PI;22;2021-03-05;9;3273227;177307;958;3425;23
Nordeste;PI;22;2021-03-06;9;3273227;178539;1232;3447;22
Nordeste;PI;22;2021-03-07;10;3273227;179304;765;3460;13
Nordeste;PI;22;2021-03-08;10;3273227;179588;284;3485;25
Nordeste;PI;22;2021-03-09;10;3273227;180475;887;3504;19
Nordeste;PI;22;2021-03-10;10;3273227;181560;1085;3524;20
Nordeste;PI;22;2021-03-11;10;3273227;182650;1090;3545;21
Nordeste;PI;22;2021-03-12;10;3273227;184059;1409;3577;32
Nordeste;PI;22;2021-03-13;10;3273227;185192;1133;3606;29
Nordeste;PI;22;2021-03-14;11;3273227;185844;652;3623;17
Nordeste;PI;22;2021-03-15;11;3273227;186101;257;3647;24
Nordeste;PI;22;2021-03-16;11;3273227;186897;796;3674;27
Nordeste;PI;22;2021-03-17;11;3273227;187960;1063;3697;23
Nordeste;PI;22;2021-03-18;11;3273227;189115;1155;3720;23
Nordeste;PI;22;2021-03-19;11;3273227;190385;1270;3740;20
Nordeste;PI;22;2021-03-20;11;3273227;191845;1460;3778;38
Nordeste;PI;22;2021-03-21;12;3273227;192786;941;3802;24
Nordeste;PI;22;2021-03-22;12;3273227;193411;625;3817;15
Nordeste;PI;22;2021-03-23;12;3273227;194359;948;3851;34
Nordeste;PI;22;2021-03-24;12;3273227;196010;1651;3870;19
Nordeste;PI;22;2021-03-25;12;3273227;197159;1149;3919;49
Nordeste;PI;22;2021-03-26;12;3273227;198664;1505;3950;31
Nordeste;PI;22;2021-03-27;12;3273227;200285;1621;3967;17
Nordeste;PI;22;2021-03-28;13;3273227;201517;1232;3996;29
Nordeste;PI;22;2021-03-29;13;3273227;202230;713;4028;32
Nordeste;PI;22;2021-03-30;13;3273227;203458;1228;4066;38
Nordeste;PI;22;2021-03-31;13;3273227;205005;1547;4104;38
Nordeste;PI;22;2021-04-01;13;3273227;206631;1626;4141;37
Nordeste;PI;22;2021-04-02;13;3273227;207837;1206;4181;40
Nordeste;PI;22;2021-04-03;13;3273227;208974;1137;4212;31
Nordeste;PI;22;2021-04-04;14;3273227;209874;900;4240;28
Nordeste;PI;22;2021-04-05;14;3273227;210843;969;4268;28
Nordeste;PI;22;2021-04-06;14;3273227;212347;1504;4298;30
Nordeste;PI;22;2021-04-07;14;3273227;213660;1313;4341;43
Nordeste;PI;22;2021-04-08;14;3273227;215140;1480;4379;38
Nordeste;PI;22;2021-04-09;14;3273227;216352;1212;4425;46
Nordeste;PI;22;2021-04-10;14;3273227;217333;981;4462;37
Nordeste;PI;22;2021-04-11;15;3273227;218653;1320;4493;31
Nordeste;PI;22;2021-04-12;15;3273227;219366;713;4529;36
Nordeste;PI;22;2021-04-13;15;3273227;220336;970;4586;57
Nordeste;PI;22;2021-04-14;15;3273227;221617;1281;4633;47
Nordeste;PI;22;2021-04-15;15;3273227;223251;1634;4659;26
Nordeste;PI;22;2021-04-16;15;3273227;224790;1539;4693;34
Nordeste;PI;22;2021-04-17;15;3273227;225796;1006;4731;38
Nordeste;PI;22;2021-04-18;16;3273227;226624;828;4758;27
Nordeste;PI;22;2021-04-19;16;3273227;227910;1286;4780;22
Nordeste;PI;22;2021-04-20;16;3273227;229291;1381;4802;22
Nordeste;PI;22;2021-04-21;16;3273227;230952;1661;4830;28
Nordeste;PI;22;2021-04-22;16;3273227;232049;1097;4858;28
Nordeste;PI;22;2021-04-23;16;3273227;233228;1179;4886;28
Nordeste;PI;22;2021-04-24;16;3273227;234401;1173;4919;33
Nordeste;PI;22;2021-04-25;17;3273227;235203;802;4955;36
Nordeste;PI;22;2021-04-26;17;3273227;235682;479;4985;30
Nordeste;PI;22;2021-04-27;17;3273227;236596;914;5020;35
Nordeste;PI;22;2021-04-28;17;3273227;237845;1249;5046;26
Nordeste;PI;22;2021-04-29;17;3273227;239008;1163;5067;21
Nordeste;PI;22;2021-04-30;17;3273227;240420;1412;5101;34
Nordeste;PI;22;2021-05-01;17;3273227;240868;448;5124;23
Nordeste;PI;22;2021-05-02;18;3273227;242336;1468;5154;30
Nordeste;PI;22;2021-05-03;18;3273227;242934;598;5182;28
Nordeste;PI;22;2021-05-04;18;3273227;243972;1038;5203;21
Nordeste;PI;22;2021-05-05;18;3273227;245160;1188;5235;32
Nordeste;PI;22;2021-05-06;18;3273227;246871;1711;5260;25
Nordeste;PI;22;2021-05-07;18;3273227;248237;1366;5296;36
Nordeste;PI;22;2021-05-08;18;3273227;249340;1103;5324;28
Nordeste;PI;22;2021-05-09;19;3273227;250222;882;5351;27
Nordeste;PI;22;2021-05-10;19;3273227;250728;506;5376;25
Nordeste;PI;22;2021-05-11;19;3273227;251648;920;5397;21
Nordeste;PI;22;2021-05-12;19;3273227;253188;1540;5423;26
Nordeste;PI;22;2021-05-13;19;3273227;254270;1082;5447;24
Nordeste;PI;22;2021-05-14;19;3273227;255372;1102;5469;22
Nordeste;PI;22;2021-05-15;19;3273227;256434;1062;5496;27
Nordeste;PI;22;2021-05-16;20;3273227;257230;796;5515;19
Nordeste;PI;22;2021-05-17;20;3273227;257554;324;5537;22
Nordeste;PI;22;2021-05-18;20;3273227;259059;1505;5556;19
Nordeste;PI;22;2021-05-19;20;3273227;260812;1753;5677;121
Nordeste;PI;22;2021-05-20;20;3273227;262027;1215;5697;20
Nordeste;PI;22;2021-05-21;20;3273227;263251;1224;5718;21
Nordeste;PI;22;2021-05-22;20;3273227;264378;1127;5737;19
Nordeste;PI;22;2021-05-23;21;3273227;265216;838;5762;25
Nordeste;PI;22;2021-05-24;21;3273227;265916;700;5787;25
Nordeste;PI;22;2021-05-25;21;3273227;266733;817;5805;18
Nordeste;PI;22;2021-05-26;21;3273227;268104;1371;5828;23
Nordeste;PI;22;2021-05-27;21;3273227;269088;984;5844;16
Nordeste;PI;22;2021-05-28;21;3273227;269732;644;5863;19
Nordeste;PI;22;2021-05-29;21;3273227;271228;1496;5888;25
Nordeste;PI;22;2021-05-30;22;3273227;272267;1039;5906;18
Nordeste;PI;22;2021-05-31;22;3273227;272865;598;5927;21
Nordeste;PI;22;2021-06-01;22;3273227;273756;891;5952;25
Nordeste;PI;22;2021-06-02;22;3273227;274663;907;5977;25
Nordeste;PI;22;2021-06-03;22;3273227;275980;1317;5998;21
Nordeste;PI;22;2021-06-04;22;3273227;276655;675;6019;21
Nordeste;PI;22;2021-06-05;22;3273227;278152;1497;6042;23
Nordeste;PI;22;2021-06-06;23;3273227;278801;649;6064;22
Nordeste;PI;22;2021-06-07;23;3273227;279293;492;6091;27
Nordeste;PI;22;2021-06-08;23;3273227;279709;416;6116;25
Nordeste;PI;22;2021-06-09;23;3273227;279952;243;6139;23
Nordeste;PI;22;2021-06-10;23;3273227;281493;1541;6159;20
Nordeste;PI;22;2021-06-11;23;3273227;283069;1576;6179;20
Nordeste;PI;22;2021-06-12;23;3273227;284172;1103;6198;19
Nordeste;PI;22;2021-06-13;24;3273227;284782;610;6222;24
Nordeste;PI;22;2021-06-14;24;3273227;285036;254;6240;18
Nordeste;PI;22;2021-06-15;24;3273227;285644;608;6265;25
Nordeste;PI;22;2021-06-16;24;3273227;286605;961;6283;18
Nordeste;PI;22;2021-06-17;24;3273227;287660;1055;6308;25
Nordeste;PI;22;2021-06-18;24;3273227;288416;756;6330;22
Nordeste;PI;22;2021-06-19;24;3273227;289426;1010;6350;20
Nordeste;PI;22;2021-06-20;25;3273227;289929;503;6372;22
Nordeste;PI;22;2021-06-21;25;3273227;290302;373;6397;25
Nordeste;PI;22;2021-06-22;25;3273227;290993;691;6417;20
Nordeste;PI;22;2021-06-23;25;3273227;292045;1052;6442;25
Nordeste;PI;22;2021-06-24;25;3273227;292683;638;6468;26
Nordeste;PI;22;2021-06-25;25;3273227;293616;933;6490;22
Nordeste;PI;22;2021-06-26;25;3273227;294288;672;6511;21
Nordeste;PI;22;2021-06-27;26;3273227;294818;530;6531;20
Nordeste;PI;22;2021-06-28;26;3273227;295008;190;6554;23
Nordeste;PI;22;2021-06-29;26;3273227;295500;492;6574;20
Nordeste;PI;22;2021-06-30;26;3273227;295781;281;6597;23
Nordeste;PI;22;2021-07-01;26;3273227;296389;608;6624;27
Nordeste;PI;22;2021-07-02;26;3273227;297274;885;6632;8
Nordeste;PI;22;2021-07-03;26;3273227;298129;855;6639;7
Nordeste;PI;22;2021-07-04;27;3273227;298400;271;6648;9
Nordeste;PI;22;2021-07-05;27;3273227;298645;245;6657;9
Nordeste;PI;22;2021-07-06;27;3273227;299084;439;6662;5
Nordeste;PI;22;2021-07-07;27;3273227;299862;778;6671;9
Nordeste;PI;22;2021-07-08;27;3273227;300309;447;6676;5
Nordeste;PI;22;2021-07-09;27;3273227;301198;889;6684;8
Nordeste;PI;22;2021-07-10;27;3273227;301775;577;6689;5
Nordeste;PI;22;2021-07-11;28;3273227;302167;392;6697;8
Nordeste;PI;22;2021-07-12;28;3273227;302309;142;6706;9
Nordeste;PI;22;2021-07-13;28;3273227;302496;187;6712;6
Nordeste;PI;22;2021-07-14;28;3273227;303225;729;6718;6
Nordeste;PI;22;2021-07-15;28;3273227;303961;736;6725;7
Nordeste;PI;22;2021-07-16;28;3273227;304559;598;6730;5
Nordeste;PI;22;2021-07-17;28;3273227;305007;448;6737;7
Nordeste;PI;22;2021-07-18;29;3273227;305231;224;6746;9
Nordeste;PI;22;2021-07-19;29;3273227;305351;120;6750;4
Nordeste;PI;22;2021-07-20;29;3273227;305457;106;6760;10
Nordeste;PI;22;2021-07-21;29;3273227;306037;580;6766;6
Nordeste;PI;22;2021-07-22;29;3273227;306574;537;6770;4
Nordeste;PI;22;2021-07-23;29;3273227;306947;373;6777;7
Nordeste;PI;22;2021-07-24;29;3273227;307398;451;6788;11
Nordeste;PI;22;2021-07-25;30;3273227;307472;74;6797;9
Nordeste;PI;22;2021-07-26;30;3273227;307621;149;6808;11
Nordeste;PI;22;2021-07-27;30;3273227;307881;260;6815;7
Nordeste;PI;22;2021-07-28;30;3273227;308443;562;6821;6
Nordeste;PI;22;2021-07-29;30;3273227;308872;429;6829;8
Nordeste;PI;22;2021-07-30;30;3273227;309345;473;6833;4
Nordeste;PI;22;2021-07-31;30;3273227;309699;354;6835;2
Nordeste;PI;22;2021-08-01;31;3273227;309858;159;6837;2
Nordeste;PI;22;2021-08-02;31;3273227;309956;98;6844;7
Nordeste;PI;22;2021-08-03;31;3273227;310213;257;6846;2
Nordeste;PI;22;2021-08-04;31;3273227;310549;336;6850;4
Nordeste;PI;22;2021-08-05;31;3273227;310883;334;6859;9
Nordeste;PI;22;2021-08-06;31;3273227;311353;470;6865;6
Nordeste;PI;22;2021-08-07;31;3273227;311597;244;6870;5
Nordeste;PI;22;2021-08-08;32;3273227;311728;131;6872;2
Nordeste;PI;22;2021-08-09;32;3273227;311784;56;6877;5
Nordeste;PI;22;2021-08-10;32;3273227;311946;162;6881;4
Nordeste;PI;22;2021-08-11;32;3273227;312348;402;6888;7
Nordeste;PI;22;2021-08-12;32;3273227;312661;313;6888;0
Nordeste;PI;22;2021-08-13;32;3273227;312904;243;6895;7
Nordeste;PI;22;2021-08-14;32;3273227;313185;281;6902;7
Nordeste;PI;22;2021-08-15;33;3273227;313345;160;6906;4
Nordeste;PI;22;2021-08-16;33;3273227;313410;65;6908;2
Nordeste;PI;22;2021-08-17;33;3273227;313685;275;6911;3
Nordeste;PI;22;2021-08-18;33;3273227;313928;243;6915;4
Nordeste;PI;22;2021-08-19;33;3273227;314151;223;6915;0
Nordeste;PI;22;2021-08-20;33;3273227;314421;270;6918;3
Nordeste;PI;22;2021-08-21;33;3273227;314679;258;6920;2
Nordeste;PI;22;2021-08-22;34;3273227;314821;142;6924;4
Nordeste;PI;22;2021-08-23;34;3273227;314921;100;6927;3
Nordeste;PI;22;2021-08-24;34;3273227;315110;189;6932;5
Nordeste;PI;22;2021-08-25;34;3273227;315337;227;6936;4
Nordeste;PI;22;2021-08-26;34;3273227;315601;264;6937;1
Nordeste;PI;22;2021-08-27;34;3273227;315858;257;6939;2
