coduf,continente,regiao,data,casosAcumulado,obitosAcumulado,obitosNovos,casosAcumuladoMilhao,obitosNovosMilhao,totalVacinacoes,pessoasVacinadas,novasVacinacoes
MYT,Africa,Mayotte,2021-01-22,7158,58,0,21949,0,0,0,0
MYT,Africa,Mayotte,2021-01-23,7250,58,0,22231,0,0,0,0
MYT,Africa,Mayotte,2021-01-24,7544,59,1,23133,3,0,0,0
MYT,Africa,Mayotte,2021-01-25,7544,59,0,23133,0,0,0,0
MYT,Africa,Mayotte,2021-01-26,7590,59,0,23274,0,0,0,0
MYT,Africa,Mayotte,2021-01-27,7590,59,0,23274,0,0,0,0
MYT,Africa,Mayotte,2021-01-28,7884,60,1,24175,3,0,0,0
MYT,Africa,Mayotte,2021-01-29,8231,61,1,25239,3,0,0,0
MYT,Africa,Mayotte,2021-01-30,8231,61,0,25239,0,0,0,0
MYT,Africa,Mayotte,2021-01-31,8231,61,0,25239,0,0,0,0
MYT,Africa,Mayotte,2021-02-01,8231,61,0,25239,0,0,0,0
MYT,Africa,Mayotte,2021-02-02,8588,61,0,26334,0,0,0,0
MYT,Africa,Mayotte,2021-02-03,9003,61,0,27606,0,0,0,0
MYT,Africa,Mayotte,2021-02-04,9292,62,1,28493,3,0,0,0
MYT,Africa,Mayotte,2021-02-05,9546,63,1,29272,3,0,0,0
MYT,Africa,Mayotte,2021-02-06,10755,64,1,32979,3,0,0,0
MYT,Africa,Mayotte,2021-02-07,10755,64,0,32979,0,0,0,0
MYT,Africa,Mayotte,2021-02-08,10755,64,0,32979,0,0,0,0
MYT,Africa,Mayotte,2021-02-09,11147,65,1,34181,3,0,0,0
MYT,Africa,Mayotte,2021-02-10,11447,68,3,35101,9,0,0,0
MYT,Africa,Mayotte,2021-02-11,11783,69,1,36131,3,0,0,0
MYT,Africa,Mayotte,2021-02-12,12440,72,3,38146,9,0,0,0
MYT,Africa,Mayotte,2021-02-13,12702,72,0,38949,0,0,0,0
MYT,Africa,Mayotte,2021-02-14,13535,78,6,41504,18,0,0,0
MYT,Africa,Mayotte,2021-02-15,13535,78,0,41504,0,0,0,0
MYT,Africa,Mayotte,2021-02-16,13670,81,3,41917,9,0,0,0
MYT,Africa,Mayotte,2021-02-17,14037,85,4,43043,12,0,0,0
MYT,Africa,Mayotte,2021-02-18,14481,85,0,44404,0,0,0,0
MYT,Africa,Mayotte,2021-02-19,14492,89,4,44438,12,0,0,0
MYT,Africa,Mayotte,2021-02-20,15365,92,3,47115,9,0,0,0
MYT,Africa,Mayotte,2021-02-21,15792,92,0,48424,0,0,0,0
MYT,Africa,Mayotte,2021-02-22,15792,92,0,48424,0,0,0,0
MYT,Africa,Mayotte,2021-02-23,16349,95,3,50132,9,0,0,0
MYT,Africa,Mayotte,2021-02-24,16638,98,3,51019,9,0,0,0
MYT,Africa,Mayotte,2021-02-25,16638,98,0,51019,0,0,0,0
MYT,Africa,Mayotte,2021-02-26,16861,102,4,51702,12,0,0,0
MYT,Africa,Mayotte,2021-02-27,16861,102,0,51702,0,0,0,0
MEX,North America,Mexico,2021-01-19,1757024,169515,1402,13780,10,498122,488513,5593
MEX,North America,Mexico,2021-01-20,1776699,170924,1409,13934,11,501030,489628,2908
MEX,North America,Mexico,2021-01-21,1795745,172371,1447,14083,11,552335,534317,51305
MEX,North America,Mexico,2021-01-22,1813223,173866,1495,14220,11,614808,594725,62473
MEX,North America,Mexico,2021-01-23,1830148,175301,1435,14353,11,618768,596296,3960
MEX,North America,Mexico,2021-01-24,1846628,176696,1395,14482,10,629626,604441,10858
MEX,North America,Mexico,2021-01-25,1855431,178050,1354,14551,10,645105,616390,15479
MEX,North America,Mexico,2021-01-26,1860180,179473,1423,14589,11,652319,621005,7214
MEX,North America,Mexico,2021-01-27,1878376,180951,1478,14731,11,656044,624730,3725
MEX,North America,Mexico,2021-01-28,1895439,182370,1419,14865,11,657842,626528,1798
MEX,North America,Mexico,2021-01-29,1910358,183695,1325,14982,10,662217,630820,4375
MEX,North America,Mexico,2021-01-30,1924384,184944,1249,15092,9,670307,631298,8090
MEX,North America,Mexico,2021-01-31,1936751,186191,1247,15189,9,673327,631485,3020
MEX,North America,Mexico,2021-02-01,1943563,187430,1239,15243,9,675202,631747,1875
MEX,North America,Mexico,2021-02-02,1947272,188611,1181,15272,9,677539,631791,2337
MEX,North America,Mexico,2021-02-03,1951994,189907,1296,15309,10,686601,632439,9062
MEX,North America,Mexico,2021-02-04,1965441,191171,1264,15414,9,695088,634346,8487
MEX,North America,Mexico,2021-02-05,1977314,192343,1172,15507,9,700316,636070,5228
MEX,North America,Mexico,2021-02-06,1988149,193434,1091,15592,8,710198,637098,9882
MEX,North America,Mexico,2021-02-07,1998349,194483,1049,15672,8,713517,637681,3319
MEX,North America,Mexico,2021-02-08,2003694,195533,1050,15714,8,717820,638391,4303
MEX,North America,Mexico,2021-02-09,2006456,196501,968,15736,7,0,0,0
MEX,North America,Mexico,2021-02-10,2018127,197573,1072,15827,8,724707,640115,0
MEX,North America,Mexico,2021-02-11,2027450,198545,972,15901,7,725447,640115,740
MEX,North America,Mexico,2021-02-12,2035982,199433,888,15967,6,726002,640115,555
MEX,North America,Mexico,2021-02-13,2043818,200357,924,16029,7,726313,640125,311
MEX,North America,Mexico,2021-02-14,2051541,201214,857,16089,6,0,0,0
MEX,North America,Mexico,2021-02-15,2055542,201985,771,16121,6,749682,663484,0
MEX,North America,Mexico,2021-02-16,2057714,202775,790,16138,6,915383,829185,165701
MEX,North America,Mexico,2021-02-17,2066056,203579,804,16203,6,1058139,958473,142756
MEX,North America,Mexico,2021-02-18,2073858,204361,782,16265,6,1318055,0,259916
MEX,North America,Mexico,2021-02-19,2080896,205119,758,16320,5,1574158,1155227,256103
MEX,North America,Mexico,2021-02-20,2087878,205806,687,16374,5,1656304,1210886,82146
MEX,North America,Mexico,2021-02-21,2094677,206535,729,16428,5,1689158,1236103,32854
MEX,North America,Mexico,2021-02-22,2098110,207155,620,16455,4,1733404,1277187,44246
MEX,North America,Mexico,2021-02-23,2100160,207876,721,16471,5,1801156,1336854,67752
MEX,North America,Mexico,2021-02-24,2108809,208608,732,16539,5,1900784,1425395,99628
MEX,North America,Mexico,2021-02-25,2116329,209219,611,16598,4,2088813,1562401,188029
MEX,North America,Mexico,2021-02-26,2123207,209821,602,16652,4,2271032,1708721,182219
MEX,North America,Mexico,2021-02-27,2129995,210410,589,16705,4,2383411,1818034,112379
FSM,Oceania,Micronesia (country),2021-01-19,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-01-20,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-01-21,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-01-22,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-01-23,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-01-24,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-01-25,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-01-26,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-01-27,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-01-28,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-01-29,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-01-30,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-01-31,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-01,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-02,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-03,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-04,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-05,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-06,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-07,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-08,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-09,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-10,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-11,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-12,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-13,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-14,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-15,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-16,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-17,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-18,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-19,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-20,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-21,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-22,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-23,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-24,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-25,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-26,0,0,0,0,0,0,0,0
FSM,Oceania,Micronesia (country),2021-02-27,0,0,0,0,0,0,0,0
MDA,Europe,Moldova,2021-01-19,153112,3418,17,46780,5,0,0,0
MDA,Europe,Moldova,2021-01-20,153506,3433,15,46900,4,0,0,0
MDA,Europe,Moldova,2021-01-21,154118,3450,17,47087,5,0,0,0
MDA,Europe,Moldova,2021-01-22,154788,3466,16,47292,4,0,0,0
MDA,Europe,Moldova,2021-01-23,155302,3483,17,47449,5,0,0,0
MDA,Europe,Moldova,2021-01-24,155937,3498,15,47643,4,0,0,0
MDA,Europe,Moldova,2021-01-25,156202,3512,14,47724,4,0,0,0
MDA,Europe,Moldova,2021-01-26,156426,3519,7,47792,2,0,0,0
MDA,Europe,Moldova,2021-01-27,156972,3532,13,47959,3,0,0,0
MDA,Europe,Moldova,2021-01-28,157626,3547,15,48159,4,0,0,0
MDA,Europe,Moldova,2021-01-29,158309,3564,17,48368,5,0,0,0
MDA,Europe,Moldova,2021-01-30,158860,3575,11,48536,3,0,0,0
MDA,Europe,Moldova,2021-01-31,159513,3621,46,48736,14,0,0,0
MDA,Europe,Moldova,2021-02-01,159804,3625,4,48825,1,0,0,0
MDA,Europe,Moldova,2021-02-02,160086,3633,8,48911,2,0,0,0
MDA,Europe,Moldova,2021-02-03,160725,3649,16,49106,4,0,0,0
MDA,Europe,Moldova,2021-02-04,161642,3667,18,49386,5,0,0,0
MDA,Europe,Moldova,2021-02-05,162624,3684,17,49686,5,0,0,0
MDA,Europe,Moldova,2021-02-06,163400,3702,18,49923,5,0,0,0
MDA,Europe,Moldova,2021-02-07,164243,3717,15,50181,4,0,0,0
MDA,Europe,Moldova,2021-02-08,164569,3730,13,50280,3,0,0,0
MDA,Europe,Moldova,2021-02-09,164858,3744,14,50369,4,0,0,0
MDA,Europe,Moldova,2021-02-10,165663,3760,16,50615,4,0,0,0
MDA,Europe,Moldova,2021-02-11,166553,3776,16,50887,4,0,0,0
MDA,Europe,Moldova,2021-02-12,167546,3794,18,51190,5,0,0,0
MDA,Europe,Moldova,2021-02-13,168826,3813,19,51581,5,0,0,0
MDA,Europe,Moldova,2021-02-14,169805,3827,14,51880,4,0,0,0
MDA,Europe,Moldova,2021-02-15,170186,3838,11,51997,3,0,0,0
MDA,Europe,Moldova,2021-02-16,170549,3848,10,52107,3,0,0,0
MDA,Europe,Moldova,2021-02-17,171514,3865,17,52402,5,0,0,0
MDA,Europe,Moldova,2021-02-18,172815,3884,19,52800,5,0,0,0
MDA,Europe,Moldova,2021-02-19,174155,3904,20,53209,6,0,0,0
MDA,Europe,Moldova,2021-02-20,175183,3926,22,53523,6,0,0,0
MDA,Europe,Moldova,2021-02-21,176245,3947,21,53848,6,0,0,0
MDA,Europe,Moldova,2021-02-22,176752,3967,20,54003,6,0,0,0
MDA,Europe,Moldova,2021-02-23,177407,3986,19,54203,5,0,0,0
MDA,Europe,Moldova,2021-02-24,178540,4010,24,54549,7,0,0,0
MDA,Europe,Moldova,2021-02-25,180150,4033,23,55041,7,0,0,0
MDA,Europe,Moldova,2021-02-26,181886,4058,25,55571,7,0,0,0
MDA,Europe,Moldova,2021-02-27,183338,4086,28,56015,8,0,0,0
MCO,Europe,Monaco,2021-01-19,1060,8,0,29048,0,0,0,0
MCO,Europe,Monaco,2021-01-20,1089,9,1,29842,27,0,0,0
MCO,Europe,Monaco,2021-01-21,1114,9,0,30528,0,0,0,0
MCO,Europe,Monaco,2021-01-22,1141,9,0,31267,0,0,0,0
MCO,Europe,Monaco,2021-01-23,1177,9,0,32254,0,0,0,0
MCO,Europe,Monaco,2021-01-24,1183,9,0,32418,0,0,0,0
MCO,Europe,Monaco,2021-01-25,1185,9,0,32473,0,0,0,0
MCO,Europe,Monaco,2021-01-26,1214,9,0,33268,0,0,0,0
MCO,Europe,Monaco,2021-01-27,1236,9,0,33871,0,0,0,0
MCO,Europe,Monaco,2021-01-28,1243,10,1,34063,27,0,0,0
MCO,Europe,Monaco,2021-01-29,1268,11,1,34748,27,0,0,0
MCO,Europe,Monaco,2021-01-30,1295,12,1,35488,27,0,0,0
MCO,Europe,Monaco,2021-01-31,1310,12,0,35899,0,0,0,0
MCO,Europe,Monaco,2021-02-01,1313,13,1,35981,27,0,0,0
MCO,Europe,Monaco,2021-02-02,1357,14,1,37187,27,0,0,0
MCO,Europe,Monaco,2021-02-03,1387,17,3,38009,82,0,0,0
MCO,Europe,Monaco,2021-02-04,1409,18,1,38612,27,0,0,0
MCO,Europe,Monaco,2021-02-05,1433,18,0,39269,0,0,0,0
MCO,Europe,Monaco,2021-02-06,1459,19,1,39982,27,0,0,0
MCO,Europe,Monaco,2021-02-07,1469,20,1,40256,27,0,0,0
MCO,Europe,Monaco,2021-02-08,1470,20,0,40283,0,0,0,0
MCO,Europe,Monaco,2021-02-09,1505,20,0,41243,0,0,0,0
MCO,Europe,Monaco,2021-02-10,1523,20,0,41736,0,0,0,0
MCO,Europe,Monaco,2021-02-11,1547,20,0,42394,0,0,0,0
MCO,Europe,Monaco,2021-02-12,1565,20,0,42887,0,0,0,0
MCO,Europe,Monaco,2021-02-13,1571,21,1,43051,27,0,0,0
MCO,Europe,Monaco,2021-02-14,1582,21,0,43353,0,0,0,0
MCO,Europe,Monaco,2021-02-15,1587,21,0,43490,0,0,0,0
MCO,Europe,Monaco,2021-02-16,1609,21,0,44093,0,0,0,0
MCO,Europe,Monaco,2021-02-17,1632,21,0,44723,0,0,0,0
MCO,Europe,Monaco,2021-02-18,1654,22,1,45326,27,0,0,0
MCO,Europe,Monaco,2021-02-19,1663,22,0,45572,0,0,0,0
MCO,Europe,Monaco,2021-02-20,1683,22,0,46120,0,0,0,0
MCO,Europe,Monaco,2021-02-21,1692,22,0,46367,0,0,0,0
MCO,Europe,Monaco,2021-02-22,1695,22,0,46449,0,0,0,0
MCO,Europe,Monaco,2021-02-23,1720,22,0,47134,0,0,0,0
MCO,Europe,Monaco,2021-02-24,1731,23,1,47436,27,0,0,0
MCO,Europe,Monaco,2021-02-25,1743,23,0,47765,0,0,0,0
MCO,Europe,Monaco,2021-02-26,1758,23,0,48176,0,0,0,0
MCO,Europe,Monaco,2021-02-27,1770,24,1,48505,27,0,0,0
MNG,Asia,Mongolia,2021-01-19,1568,1,0,461,0,0,0,0
MNG,Asia,Mongolia,2021-01-20,1584,1,0,466,0,0,0,0
MNG,Asia,Mongolia,2021-01-21,1592,1,0,468,0,0,0,0
MNG,Asia,Mongolia,2021-01-22,1611,2,1,474,0,0,0,0
MNG,Asia,Mongolia,2021-01-23,1627,2,0,478,0,0,0,0
MNG,Asia,Mongolia,2021-01-24,1643,2,0,483,0,0,0,0
MNG,Asia,Mongolia,2021-01-25,1656,2,0,487,0,0,0,0
MNG,Asia,Mongolia,2021-01-26,1667,2,0,490,0,0,0,0
MNG,Asia,Mongolia,2021-01-27,1692,2,0,497,0,0,0,0
MNG,Asia,Mongolia,2021-01-28,1710,2,0,503,0,0,0,0
MNG,Asia,Mongolia,2021-01-29,1742,2,0,512,0,0,0,0
MNG,Asia,Mongolia,2021-01-30,1779,2,0,523,0,0,0,0
MNG,Asia,Mongolia,2021-01-31,1814,2,0,533,0,0,0,0
MNG,Asia,Mongolia,2021-02-01,1832,2,0,539,0,0,0,0
MNG,Asia,Mongolia,2021-02-02,1859,2,0,547,0,0,0,0
MNG,Asia,Mongolia,2021-02-03,1890,2,0,556,0,0,0,0
MNG,Asia,Mongolia,2021-02-04,1928,2,0,567,0,0,0,0
MNG,Asia,Mongolia,2021-02-05,1989,2,0,585,0,0,0,0
MNG,Asia,Mongolia,2021-02-06,2023,2,0,595,0,0,0,0
MNG,Asia,Mongolia,2021-02-07,2073,2,0,609,0,0,0,0
MNG,Asia,Mongolia,2021-02-08,2120,2,0,623,0,0,0,0
MNG,Asia,Mongolia,2021-02-09,2174,2,0,639,0,0,0,0
MNG,Asia,Mongolia,2021-02-10,2207,2,0,649,0,0,0,0
MNG,Asia,Mongolia,2021-02-11,2247,2,0,661,0,0,0,0
MNG,Asia,Mongolia,2021-02-12,2293,2,0,674,0,0,0,0
MNG,Asia,Mongolia,2021-02-13,2351,2,0,691,0,0,0,0
MNG,Asia,Mongolia,2021-02-14,2383,2,0,701,0,0,0,0
MNG,Asia,Mongolia,2021-02-15,2416,2,0,710,0,0,0,0
MNG,Asia,Mongolia,2021-02-16,2444,2,0,719,0,0,0,0
MNG,Asia,Mongolia,2021-02-17,2493,2,0,733,0,0,0,0
MNG,Asia,Mongolia,2021-02-18,2551,2,0,750,0,0,0,0
MNG,Asia,Mongolia,2021-02-19,2586,2,0,760,0,0,0,0
MNG,Asia,Mongolia,2021-02-20,2638,2,0,776,0,0,0,0
MNG,Asia,Mongolia,2021-02-21,2693,2,0,792,0,0,0,0
MNG,Asia,Mongolia,2021-02-22,2723,2,0,801,0,0,0,0
MNG,Asia,Mongolia,2021-02-23,2755,2,0,810,0,0,0,0
MNG,Asia,Mongolia,2021-02-24,2801,2,0,824,0,0,0,0
MNG,Asia,Mongolia,2021-02-25,2831,2,0,833,0,3112,3112,0
MNG,Asia,Mongolia,2021-02-26,2866,2,0,843,0,4926,4926,1814
MNG,Asia,Mongolia,2021-02-27,2907,2,0,855,0,6808,6808,1882
MNE,Europe,Montenegro,2021-01-19,55770,745,2,88935,3,0,0,0
MNE,Europe,Montenegro,2021-01-20,56176,746,1,89583,1,0,0,0
MNE,Europe,Montenegro,2021-01-21,56527,749,3,90142,4,0,0,0
MNE,Europe,Montenegro,2021-01-22,56979,758,9,90863,14,0,0,0
MNE,Europe,Montenegro,2021-01-23,57455,762,4,91622,6,0,0,0
MNE,Europe,Montenegro,2021-01-24,57876,765,3,92294,4,0,0,0
MNE,Europe,Montenegro,2021-01-25,58301,766,1,92971,1,0,0,0
MNE,Europe,Montenegro,2021-01-26,58685,768,2,93584,3,0,0,0
MNE,Europe,Montenegro,2021-01-27,59252,770,2,94488,3,0,0,0
MNE,Europe,Montenegro,2021-01-28,59763,777,7,95303,11,0,0,0
MNE,Europe,Montenegro,2021-01-29,60261,783,6,96097,9,0,0,0
MNE,Europe,Montenegro,2021-01-30,60724,790,7,96835,11,0,0,0
MNE,Europe,Montenegro,2021-01-31,61183,800,10,97567,15,0,0,0
MNE,Europe,Montenegro,2021-02-01,61633,802,2,98285,3,0,0,0
MNE,Europe,Montenegro,2021-02-02,61998,805,3,98867,4,0,0,0
MNE,Europe,Montenegro,2021-02-03,62522,811,6,99703,9,0,0,0
MNE,Europe,Montenegro,2021-02-04,63124,818,7,100663,11,0,0,0
MNE,Europe,Montenegro,2021-02-05,63639,825,7,101484,11,0,0,0
MNE,Europe,Montenegro,2021-02-06,64201,826,1,102380,1,0,0,0
MNE,Europe,Montenegro,2021-02-07,64745,831,5,103248,7,0,0,0
MNE,Europe,Montenegro,2021-02-08,65255,836,5,104061,7,0,0,0
MNE,Europe,Montenegro,2021-02-09,65668,838,2,104719,3,0,0,0
MNE,Europe,Montenegro,2021-02-10,66273,842,4,105684,6,0,0,0
MNE,Europe,Montenegro,2021-02-11,66893,852,10,106673,15,0,0,0
MNE,Europe,Montenegro,2021-02-12,67455,861,9,107569,14,0,0,0
MNE,Europe,Montenegro,2021-02-13,68017,869,8,108465,12,0,0,0
MNE,Europe,Montenegro,2021-02-14,68499,880,11,109234,17,0,0,0
MNE,Europe,Montenegro,2021-02-15,68952,882,2,109956,3,0,0,0
MNE,Europe,Montenegro,2021-02-16,69299,890,8,110510,12,0,0,0
MNE,Europe,Montenegro,2021-02-17,69710,899,9,111165,14,0,0,0
MNE,Europe,Montenegro,2021-02-18,70189,910,11,111929,17,0,0,0
MNE,Europe,Montenegro,2021-02-19,70678,916,6,112709,9,0,0,0
MNE,Europe,Montenegro,2021-02-20,71132,926,10,113433,15,0,0,0
MNE,Europe,Montenegro,2021-02-21,71606,932,6,114189,9,0,0,0
MNE,Europe,Montenegro,2021-02-22,72036,939,7,114874,11,0,0,0
MNE,Europe,Montenegro,2021-02-23,72405,950,11,115463,17,0,0,0
MNE,Europe,Montenegro,2021-02-24,72974,957,7,116370,11,0,0,0
MNE,Europe,Montenegro,2021-02-25,73609,969,12,117383,19,1113,1113,0
MNE,Europe,Montenegro,2021-02-26,74192,976,7,118313,11,1288,1288,175
MNE,Europe,Montenegro,2021-02-27,74791,987,11,119268,17,0,0,0
MSR,North America,Montserrat,2021-01-19,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-01-20,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-01-21,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-01-22,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-01-23,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-01-24,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-01-25,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-01-26,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-01-27,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-01-28,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-01-29,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-01-30,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-01-31,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-02-01,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-02-02,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-02-03,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-02-04,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-02-05,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-02-06,13,1,0,2945,0,0,0,0
MSR,North America,Montserrat,2021-02-07,15,1,0,3399,0,0,0,0
MSR,North America,Montserrat,2021-02-08,17,1,0,3852,0,0,0,0
MSR,North America,Montserrat,2021-02-09,17,1,0,3852,0,0,0,0
MSR,North America,Montserrat,2021-02-10,18,1,0,4078,0,0,0,0
MSR,North America,Montserrat,2021-02-11,18,1,0,4078,0,0,0,0
MSR,North America,Montserrat,2021-02-12,19,1,0,4305,0,0,0,0
MSR,North America,Montserrat,2021-02-13,19,1,0,4305,0,0,0,0
MSR,North America,Montserrat,2021-02-14,19,1,0,4305,0,0,0,0
MSR,North America,Montserrat,2021-02-15,20,1,0,4532,0,0,0,0
MSR,North America,Montserrat,2021-02-16,20,1,0,4532,0,0,0,0
MSR,North America,Montserrat,2021-02-17,20,1,0,4532,0,0,0,0
MSR,North America,Montserrat,2021-02-18,20,1,0,4532,0,0,0,0
MSR,North America,Montserrat,2021-02-19,20,1,0,4532,0,0,0,0
MSR,North America,Montserrat,2021-02-20,20,1,0,4532,0,0,0,0
MSR,North America,Montserrat,2021-02-21,20,1,0,4532,0,0,0,0
MSR,North America,Montserrat,2021-02-22,20,1,0,4532,0,0,0,0
MSR,North America,Montserrat,2021-02-23,20,1,0,4532,0,652,652,0
MSR,North America,Montserrat,2021-02-24,20,1,0,4532,0,0,0,0
MSR,North America,Montserrat,2021-02-25,20,1,0,4532,0,0,0,0
MSR,North America,Montserrat,2021-02-26,20,1,0,4532,0,0,0,0
MSR,North America,Montserrat,2021-02-27,20,1,0,4532,0,0,0,0
MAR,Africa,Morocco,2021-01-19,460144,7977,35,12284,0,0,0,0
MAR,Africa,Morocco,2021-01-20,461390,8011,34,12317,0,0,0,0
MAR,Africa,Morocco,2021-01-21,462542,8043,32,12348,0,0,0,0
MAR,Africa,Morocco,2021-01-22,463706,8076,33,12379,0,0,0,0
MAR,Africa,Morocco,2021-01-23,464844,8105,29,12409,0,0,0,0
MAR,Africa,Morocco,2021-01-24,465769,8128,23,12434,0,0,0,0
MAR,Africa,Morocco,2021-01-25,466289,8150,22,12448,0,0,0,0
MAR,Africa,Morocco,2021-01-26,466626,8172,22,12457,0,0,0,0
MAR,Africa,Morocco,2021-01-27,467493,8187,15,12480,0,0,0,0
MAR,Africa,Morocco,2021-01-28,468383,8207,20,12504,0,0,0,0
MAR,Africa,Morocco,2021-01-29,469139,8224,17,12524,0,0,0,0
MAR,Africa,Morocco,2021-01-30,469990,8246,22,12547,0,90000,0,0
MAR,Africa,Morocco,2021-01-31,470691,8259,13,12565,0,126000,0,36000
MAR,Africa,Morocco,2021-02-01,471157,8275,16,12578,0,200081,0,74081
MAR,Africa,Morocco,2021-02-02,471438,8287,12,12585,0,257291,0,57210
MAR,Africa,Morocco,2021-02-03,472273,8309,22,12608,0,308398,0,51107
MAR,Africa,Morocco,2021-02-04,473047,8323,14,12628,0,351723,0,43325
MAR,Africa,Morocco,2021-02-05,473667,8351,28,12645,0,408235,0,56512
MAR,Africa,Morocco,2021-02-06,474379,8368,17,12664,0,463966,0,55731
MAR,Africa,Morocco,2021-02-07,474966,8381,13,12679,0,0,0,0
MAR,Africa,Morocco,2021-02-08,475355,8394,13,12690,0,550149,0,0
MAR,Africa,Morocco,2021-02-09,475589,8408,14,12696,0,615181,0,65032
MAR,Africa,Morocco,2021-02-10,476125,8424,16,12710,0,746116,0,130935
MAR,Africa,Morocco,2021-02-11,476689,8436,12,12725,0,855318,0,109202
MAR,Africa,Morocco,2021-02-12,477160,8440,4,12738,0,1112103,0,256785
MAR,Africa,Morocco,2021-02-13,477656,8450,10,12751,0,1388539,0,276436
MAR,Africa,Morocco,2021-02-14,478135,8460,10,12764,0,0,0,0
MAR,Africa,Morocco,2021-02-15,478474,8477,17,12773,0,1707091,0,0
MAR,Africa,Morocco,2021-02-16,478595,8491,14,12776,0,1904169,0,197078
MAR,Africa,Morocco,2021-02-17,479071,8504,13,12789,0,2081013,0,176844
MAR,Africa,Morocco,2021-02-18,479579,8517,13,12803,0,2233123,0,152110
MAR,Africa,Morocco,2021-02-19,480056,8524,7,12815,0,2362150,2357283,129027
MAR,Africa,Morocco,2021-02-20,480504,8540,16,12827,0,2461192,2447716,99042
MAR,Africa,Morocco,2021-02-21,480948,8548,8,12839,0,0,0,0
MAR,Africa,Morocco,2021-02-22,481155,8554,6,12845,0,2575684,2552017,0
MAR,Africa,Morocco,2021-02-23,481263,8559,5,12848,0,2667091,2635859,91407
MAR,Africa,Morocco,2021-02-24,481709,8574,15,12859,0,2948945,2911635,281854
